MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RL,10200,PAVE,LVL,ALLPUB,1STORY,1940,672,Y,SBRKR,672,1.0,0,2,1,4,0,1,8,2008,108000
RL,12090,PAVE,LVL,ALLPUB,2STORY,1998,1141,Y,SBRKR,1165,2.0,1,4,1,10,1,2,7,2006,258000
RL,10364,PAVE,LVL,ALLPUB,2STORY,1995,806,Y,SBRKR,806,2.0,1,3,1,7,1,2,5,2007,168000
RL,9991,PAVE,LVL,ALLPUB,1STORY,1976,1281,Y,SBRKR,1620,2.0,0,3,1,8,1,2,6,2009,150000
RL,10480,PAVE,LVL,ALLPUB,1.5FIN,1936,1064,Y,FUSEA,1166,1.0,0,3,1,6,0,1,3,2008,115000
RL,15576,PAVE,LVL,ALLPUB,2STORY,1915,840,Y,SBRKR,840,2.0,0,4,1,8,0,1,3,2008,177000
RL,14154,PAVE,LVL,ALLPUB,2STORY,2006,1063,Y,SBRKR,1071,2.0,1,3,1,9,1,3,8,2007,280000
FV,10800,PAVE,LVL,ALLPUB,2STORY,2007,1034,Y,SBRKR,1050,2.0,1,3,1,8,1,3,4,2008,339750
RL,9571,PAVE,LVL,ALLPUB,1STORY,1958,1276,Y,FUSEA,1276,1.0,0,3,1,5,0,1,6,2009,60000
RL,34650,PAVE,BNK,ALLPUB,1STORY,1955,1056,N,SBRKR,1056,1.0,0,3,1,5,0,2,1,2006,145000
FV,4403,PAVE,LVL,ALLPUB,1STORY,2009,1470,Y,SBRKR,1478,2.0,1,2,1,7,1,2,6,2010,222000
RM,8960,PAVE,LVL,ALLPUB,1STORY,1927,1008,Y,FUSEA,1028,1.0,0,2,1,5,1,2,3,2010,115000
RL,11228,PAVE,LVL,ALLPUB,2STORY,1993,1080,Y,SBRKR,1080,2.0,1,3,1,9,1,3,12,2008,228000
RL,8899,PAVE,LVL,ALLPUB,1STORY,2007,1340,Y,SBRKR,1340,2.0,0,3,1,6,0,2,8,2007,181134
RL,7844,PAVE,LVL,ALLPUB,2STORY,1978,672,Y,SBRKR,672,1.0,1,3,1,6,1,2,3,2006,149500
RL,22420,PAVE,LVL,ALLPUB,2STORY,1918,1370,N,FUSEA,1370,2.0,1,4,1,10,1,3,11,2007,239000
RL,8160,PAVE,LVL,ALLPUB,1.5FIN,1940,756,N,FUSEF,756,1.0,1,3,1,7,0,1,4,2007,126000
RL,8450,PAVE,LVL,ALLPUB,1STORY,1968,1056,Y,SBRKR,1056,1.0,0,3,1,6,1,1,7,2010,142000
RM,7060,PAVE,LVL,ALLPUB,SFOYER,1997,1344,Y,SBRKR,1344,2.0,0,2,2,8,0,4,11,2008,206300
RL,16635,PAVE,LVL,ALLPUB,1STORY,1977,1602,Y,SBRKR,1602,2.0,0,3,1,8,1,2,6,2009,215000
RL,21750,PAVE,HLS,ALLPUB,1STORY,1954,988,Y,FUSEA,988,1.0,0,2,1,4,0,2,2,2008,113000
RL,9200,PAVE,LVL,ALLPUB,2STORY,1998,1470,Y,SBRKR,1470,2.0,1,4,1,8,1,3,6,2008,315000
RL,9000,PAVE,LVL,ALLPUB,1STORY,1956,1196,Y,FUSEA,1196,1.0,0,2,1,6,1,1,5,2008,139000
RM,3378,PAVE,HLS,ALLPUB,2STORY,1946,651,Y,SBRKR,707,1.0,1,3,1,6,2,1,9,2009,135000
RL,12800,PAVE,LOW,ALLPUB,SLVL,1989,1518,Y,SBRKR,1644,2.0,0,2,1,5,1,2,8,2009,275000
RL,8593,PAVE,LVL,ALLPUB,1STORY,1957,907,Y,SBRKR,907,1.0,0,3,1,5,0,1,7,2008,109008
RL,6762,PAVE,LVL,ALLPUB,1STORY,2007,1208,Y,SBRKR,1208,2.0,0,2,1,6,0,2,9,2007,195400
RL,11457,PAVE,LVL,ALLPUB,1STORY,1988,1392,Y,SBRKR,1412,2.0,0,3,1,6,1,2,3,2009,175000
RM,1680,PAVE,LVL,ALLPUB,2STORY,1971,483,Y,SBRKR,483,1.0,1,2,1,4,0,1,7,2008,85400
RM,5586,PAVE,BNK,ALLPUB,1.5FIN,1920,901,Y,SBRKR,1088,1.0,0,4,1,7,0,0,9,2008,79900
RM,1920,PAVE,LVL,ALLPUB,2STORY,1971,765,Y,SBRKR,765,1.0,1,2,1,6,0,2,8,2007,122500
RL,10839,PAVE,LVL,ALLPUB,2STORY,1997,926,Y,SBRKR,926,2.0,1,3,1,7,1,2,7,2008,181000
RM,1890,PAVE,LVL,ALLPUB,SFOYER,1972,630,Y,SBRKR,630,1.0,0,1,1,3,0,0,6,2008,81000
RL,10667,PAVE,LVL,ALLPUB,2STORY,1996,799,Y,SBRKR,827,2.0,1,3,1,6,1,2,4,2009,212000
RM,4400,PAVE,LVL,ALLPUB,1.5FIN,1920,648,Y,FUSEA,734,1.0,0,2,1,6,0,2,10,2006,116000
RM,6000,PAVE,LVL,ALLPUB,1.5UNF,1926,884,Y,SBRKR,904,1.0,0,2,1,4,0,1,1,2009,119000
RL,4280,PAVE,LVL,ALLPUB,1STORY,1913,440,N,SBRKR,694,1.0,0,2,1,4,1,1,3,2007,90350
RL,12354,PAVE,LVL,ALLPUB,1.5FIN,1920,684,Y,SBRKR,684,1.0,0,3,1,7,0,2,8,2009,110000
RL,15431,PAVE,LVL,ALLPUB,1STORY,2008,3094,Y,SBRKR,2402,2.0,0,2,1,10,2,3,4,2009,555000
RL,12108,PAVE,LVL,ALLPUB,1STORY,1955,1440,N,FUSEF,1440,2.0,0,4,2,8,0,0,9,2008,118000
RM,6240,PAVE,LVL,ALLPUB,1.5FIN,1930,1078,Y,SBRKR,1128,2.0,0,3,1,8,1,2,6,2008,162900
RL,3922,PAVE,LVL,ALLPUB,1STORY,2006,1258,Y,SBRKR,1258,2.0,0,2,1,6,1,3,6,2007,172500
RL,8750,PAVE,LVL,ALLPUB,2STORY,1994,915,Y,SBRKR,933,2.0,1,4,1,8,1,2,7,2008,210000
RL,9855,PAVE,LVL,ALLPUB,1STORY,1956,1436,Y,SBRKR,1689,1.0,0,3,1,7,1,2,11,2009,127500
RL,16492,PAVE,LVL,ALLPUB,1STORY,1966,1517,Y,SBRKR,1888,2.0,1,2,1,6,1,2,6,2010,190000
RL,11214,PAVE,LVL,ALLPUB,2STORY,1998,930,Y,SBRKR,956,2.0,1,4,1,10,1,2,7,2006,199900
RM,8600,PAVE,BNK,ALLPUB,1.5FIN,1937,780,Y,SBRKR,780,2.0,0,3,1,7,1,1,6,2006,119500
RM,6000,PAVE,LVL,ALLPUB,1.5FIN,1948,649,Y,SBRKR,679,1.0,1,2,1,6,0,1,6,2007,120000
RM,5684,PAVE,LVL,ALLPUB,1STORY,1930,813,Y,FUSEA,813,1.0,0,2,1,5,0,1,6,2006,110000
RL,70761,PAVE,LOW,ALLPUB,1STORY,1975,1533,Y,SBRKR,1533,2.0,0,2,1,5,2,2,12,2006,280000
RL,9303,PAVE,LVL,ALLPUB,2STORY,1996,872,Y,SBRKR,888,2.0,1,3,1,7,0,2,7,2007,204000
FV,9000,PAVE,LVL,ALLPUB,2STORY,2008,768,Y,SBRKR,786,2.0,1,3,1,6,0,2,6,2009,210000
RL,9297,PAVE,LVL,ALLPUB,1STORY,1976,1728,Y,SBRKR,1728,2.0,0,4,2,8,0,2,7,2006,188000
RL,9600,PAVE,LVL,ALLPUB,1STORY,1973,1242,Y,SBRKR,1242,1.0,1,3,1,6,1,2,9,2007,175500
RM,4571,PAVE,LVL,ALLPUB,2STORY,1916,624,N,SBRKR,624,1.0,0,4,1,7,0,3,5,2008,98000
RL,53227,PAVE,LOW,ALLPUB,1STORY,1954,1364,Y,SBRKR,1663,1.0,0,2,1,6,2,2,3,2008,256000
RM,5100,PAVE,LVL,ALLPUB,2STORY,1925,588,Y,SBRKR,833,1.0,0,3,1,7,1,1,6,2008,161000
RL,7015,PAVE,BNK,ALLPUB,1.5FIN,1950,709,Y,SBRKR,979,1.0,0,3,1,5,1,1,7,2009,110000
FV,8004,PAVE,LVL,ALLPUB,2STORY,2009,832,Y,SBRKR,832,2.0,1,3,1,8,0,2,12,2009,263435
RL,7200,PAVE,LVL,ALLPUB,2STORY,1936,560,Y,SBRKR,575,1.0,0,3,1,6,0,2,4,2009,155000
RL,8281,PAVE,LVL,ALLPUB,1STORY,1965,864,Y,SBRKR,864,1.0,0,3,1,5,1,1,12,2009,62383
RL,11988,PAVE,HLS,ALLPUB,2STORY,1934,715,Y,FUSEA,849,1.0,1,3,1,6,1,1,8,2008,188700
RL,8430,PAVE,HLS,ALLPUB,1STORY,1978,1040,Y,SBRKR,1040,2.0,0,3,1,5,0,0,8,2009,124000
RM,3072,PAVE,LVL,ALLPUB,1STORY,2004,1375,Y,SBRKR,1414,2.0,0,2,1,6,1,2,5,2006,178740
RL,10628,PAVE,LVL,ALLPUB,1STORY,1970,1277,Y,SBRKR,1277,1.0,0,2,1,5,1,2,4,2007,167000
RL,9480,PAVE,LVL,ALLPUB,2STORY,1942,728,Y,SBRKR,888,1.0,1,3,1,7,2,1,6,2007,146500
RL,11428,PAVE,LVL,ALLPUB,1STORY,2006,1626,Y,SBRKR,1634,2.0,0,3,1,7,1,3,5,2007,250000
RL,9291,PAVE,LVL,ALLPUB,2STORY,1993,832,Y,SBRKR,832,2.0,1,3,1,7,0,2,6,2008,187000
RL,6820,PAVE,LVL,ALLPUB,1STORY,1985,1488,Y,SBRKR,1502,1.0,1,1,1,4,0,2,6,2010,212000
RL,11952,PAVE,LVL,ALLPUB,2STORY,1977,808,Y,SBRKR,1161,2.0,1,3,1,8,1,2,11,2007,190000
RM,3675,PAVE,LVL,ALLPUB,SLVL,2005,547,Y,SBRKR,1072,1.0,0,2,1,5,0,2,6,2008,148000
RL,14977,PAVE,LVL,ALLPUB,1STORY,2006,1976,Y,SBRKR,1976,2.0,0,2,1,7,1,3,7,2007,440000
RL,5330,PAVE,LVL,ALLPUB,1STORY,2000,1494,Y,SBRKR,1652,2.0,0,2,1,6,0,2,8,2007,251000
RL,8480,PAVE,LVL,ALLPUB,1STORY,1963,970,Y,SBRKR,970,1.0,0,2,1,5,0,2,7,2007,132500
RL,13125,PAVE,LVL,ALLPUB,1STORY,1997,1478,Y,SBRKR,1493,2.0,0,3,1,7,1,2,4,2008,208900
RL,13693,PAVE,LVL,ALLPUB,2STORY,2006,2153,Y,SBRKR,2069,2.0,1,3,1,9,1,3,3,2007,380000
RL,10637,PAVE,LVL,ALLPUB,1STORY,2007,1705,Y,SBRKR,1718,2.0,0,3,1,7,1,3,9,2009,297000
RM,5925,PAVE,BNK,ALLPUB,1STORY,1937,907,Y,SBRKR,1131,1.0,0,2,1,7,0,2,3,2007,89471
RL,16033,PAVE,LVL,ALLPUB,1STORY,2004,1833,Y,SBRKR,1850,2.0,0,3,1,8,1,3,3,2006,326000
RL,11846,PAVE,HLS,ALLPUB,1STORY,2003,1792,Y,SBRKR,1792,2.0,0,2,1,6,1,3,8,2006,374000
RM,2500,PAVE,LVL,ALLPUB,2STORY,1915,910,Y,SBRKR,916,1.0,1,4,1,7,1,1,6,2009,155000
RM,4500,PAVE,LVL,ALLPUB,1STORY,1998,1216,Y,SBRKR,1216,2.0,0,2,1,5,0,2,5,2006,164000
RL,7758,PAVE,LVL,ALLPUB,1STORY,1962,999,Y,SBRKR,999,1.0,0,3,1,6,0,1,3,2007,132500
RL,9600,PAVE,LVL,ALLPUB,1STORY,1950,1113,Y,SBRKR,1113,1.0,0,3,1,5,1,1,7,2009,147000
RL,10289,PAVE,LVL,ALLPUB,1STORY,1965,1073,Y,SBRKR,1073,1.0,1,3,1,6,0,2,6,2007,156000
RL,12243,PAVE,LVL,ALLPUB,1STORY,1971,1484,Y,SBRKR,1484,2.0,0,3,1,7,1,2,2,2007,175000
RL,10800,PAVE,LVL,ALLPUB,1.5FIN,1900,954,N,FUSEA,1766,2.0,0,3,2,10,1,2,5,2006,160000
RM,1526,PAVE,LVL,ALLPUB,SFOYER,1970,630,Y,SBRKR,630,1.0,0,1,1,3,0,1,5,2009,86000
RM,2665,PAVE,LVL,ALLPUB,2STORY,1976,264,Y,SBRKR,616,1.0,1,3,1,4,1,1,6,2008,115000
RL,9490,PAVE,LVL,ALLPUB,1.5FIN,1941,806,Y,FUSEA,958,1.0,0,3,1,5,2,1,8,2006,133000
RL,15578,PAVE,LVL,ALLPUB,2STORY,2006,728,Y,SBRKR,728,2.0,1,3,1,8,0,2,5,2006,172785
RL,7931,PAVE,LVL,ALLPUB,1STORY,1960,1269,Y,FUSEA,1269,1.0,1,3,1,6,1,1,6,2008,155000
RM,5784,PAVE,LVL,ALLPUB,1STORY,1938,190,Y,FUSEA,886,1.0,0,2,1,4,0,1,12,2009,91300
C (ALL),7879,PAVE,LVL,ALLPUB,1STORY,1920,720,N,FUSEA,720,1.0,0,2,1,4,0,0,11,2009,34900
RL,12692,PAVE,LVL,ALLPUB,1STORY,1992,3200,Y,SBRKR,3228,3.0,0,4,1,10,1,2,5,2007,430000
RL,9120,PAVE,LVL,ALLPUB,1.5FIN,1925,1026,Y,SBRKR,1133,2.0,0,4,1,8,0,1,6,2008,184000
RL,7800,PAVE,LVL,ALLPUB,1STORY,1967,864,Y,SBRKR,899,1.0,0,3,1,5,0,1,6,2009,130000
RL,7535,PAVE,LVL,ALLPUB,1STORY,1958,912,Y,SBRKR,912,1.0,0,2,1,5,0,1,6,2007,120000
RM,1890,PAVE,LVL,ALLPUB,2STORY,1973,672,Y,SBRKR,672,1.0,1,3,1,7,0,1,5,2007,113000
FV,9803,PAVE,LVL,ALLPUB,2STORY,2005,866,Y,SBRKR,866,2.0,1,3,1,7,0,2,2,2008,226700
RL,9170,PAVE,LVL,ALLPUB,1STORY,1965,1214,Y,SBRKR,1214,1.0,0,2,1,6,0,2,4,2007,140000
RL,15602,PAVE,LVL,ALLPUB,1STORY,1959,1501,Y,SBRKR,1801,2.0,0,1,1,6,2,2,3,2010,289000
RL,2308,PAVE,LVL,ALLPUB,2STORY,1974,855,Y,UNKNOWN,855,2.0,1,3,1,6,1,2,6,2009,147000
RM,7596,PAVE,LVL,ALLPUB,2STORY,1952,960,Y,SBRKR,960,2.0,0,4,2,10,0,2,7,2009,124500
RL,9554,PAVE,LVL,ALLPUB,2STORY,1993,777,Y,SBRKR,1065,2.0,1,3,1,8,1,2,9,2006,215000
FV,7862,PAVE,LVL,ALLPUB,1STORY,2009,1218,Y,SBRKR,1218,2.0,0,2,1,4,0,2,9,2009,208300
RM,9600,PAVE,LVL,ALLPUB,2STORY,1928,689,Y,SBRKR,689,2.0,0,3,1,7,1,2,10,2008,161000
RL,9600,PAVE,LVL,ALLPUB,1STORY,1959,1041,Y,SBRKR,1041,1.0,0,3,1,6,0,1,7,2009,124500
RL,14559,PAVE,LVL,ALLPUB,1STORY,1951,1008,Y,SBRKR,1363,1.0,0,2,1,6,2,1,6,2009,164900
RL,6792,PAVE,LVL,ALLPUB,1STORY,2005,1368,Y,SBRKR,1368,2.0,0,2,1,6,1,2,3,2006,202665
RL,9100,PAVE,LVL,ALLPUB,1STORY,1958,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,7,2006,129900
RL,9187,PAVE,BNK,ALLPUB,1STORY,1983,1084,Y,SBRKR,1080,1.0,1,3,1,5,0,2,6,2007,134000
RL,10594,PAVE,LVL,ALLPUB,1.5UNF,1926,768,N,SBRKR,789,1.0,0,2,1,5,0,1,6,2007,96500
RL,12220,PAVE,LVL,ALLPUB,1STORY,2009,2006,Y,SBRKR,2020,2.0,1,3,1,9,1,3,9,2009,402861
RL,10448,PAVE,LVL,ALLPUB,SLVL,1972,689,Y,SBRKR,1378,2.0,1,3,1,7,1,2,8,2009,158000
RL,10208,PAVE,LVL,ALLPUB,2STORY,1996,1264,Y,SBRKR,1277,2.0,1,3,1,7,1,3,7,2009,265000
RL,9531,PAVE,LVL,ALLPUB,2STORY,1998,794,Y,SBRKR,882,2.0,1,3,1,7,0,2,5,2007,211000
RL,10918,PAVE,LVL,ALLPUB,2STORY,1926,1276,Y,SBRKR,1276,1.0,1,3,1,9,2,1,6,2009,234000
RL,10800,PAVE,LVL,ALLPUB,2STORY,1900,0,N,FUSEA,694,2.0,0,3,2,7,0,0,8,2008,106250
RL,11988,PAVE,LVL,ALLPUB,1STORY,1957,1244,Y,FUSEA,1244,1.0,1,3,1,6,2,1,5,2007,150000
RM,5000,PAVE,LVL,ALLPUB,1.5FIN,1947,1004,Y,SBRKR,1004,2.0,0,3,1,7,2,2,10,2006,159000
RL,40094,PAVE,BNK,ALLPUB,2STORY,2007,3138,Y,SBRKR,3138,3.0,1,3,1,11,1,3,10,2007,184750
RL,11787,PAVE,LVL,ALLPUB,2STORY,1996,1379,Y,SBRKR,1383,2.0,1,3,1,8,1,3,8,2007,315750
FV,7500,PAVE,LVL,ALLPUB,1STORY,2005,1257,Y,SBRKR,1266,2.0,0,3,1,6,1,2,4,2006,176000
RL,13300,PAVE,LVL,ALLPUB,1STORY,1956,928,Y,SBRKR,928,1.0,0,2,1,4,0,1,6,2007,132000
RL,14948,PAVE,LVL,ALLPUB,2STORY,2008,1452,Y,SBRKR,1476,2.0,1,3,1,11,1,3,11,2008,446261
RL,9098,PAVE,LVL,ALLPUB,1STORY,1920,528,Y,SBRKR,605,1.0,0,2,1,5,0,0,7,2007,86000
RL,32668,PAVE,LVL,ALLPUB,1STORY,1957,2035,Y,SBRKR,2515,3.0,0,4,2,9,2,2,3,2007,200624
RL,10200,PAVE,LVL,ALLPUB,SLVL,1988,1461,Y,SBRKR,1509,2.0,0,3,1,5,1,2,8,2008,175000
RM,6155,PAVE,LVL,ALLPUB,2STORY,1920,611,Y,SBRKR,751,2.0,0,3,1,6,0,2,6,2008,128000
RL,7200,PAVE,LVL,ALLPUB,1STORY,1955,0,Y,SBRKR,827,1.0,0,2,1,5,1,1,4,2010,107500
RL,5000,PAVE,LOW,ALLPUB,1STORY,1946,0,N,FUSEF,334,1.0,0,1,1,2,0,0,1,2007,39300
RL,9056,PAVE,LVL,ALLPUB,2STORY,2004,707,Y,SBRKR,707,2.0,1,3,1,6,1,2,10,2006,178000
RL,7000,PAVE,LVL,ALLPUB,2STORY,1910,1117,Y,SBRKR,820,1.0,0,3,1,5,0,0,1,2008,107500
RL,8924,PAVE,LVL,ALLPUB,2STORY,1998,880,Y,SBRKR,880,2.0,1,3,1,8,0,2,7,2008,188000
RL,12735,PAVE,LVL,ALLPUB,1STORY,1972,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,4,2008,111250
RL,11553,PAVE,LVL,ALLPUB,1STORY,1968,1051,Y,SBRKR,1159,1.0,1,3,1,7,1,1,7,2006,158000
RL,11423,PAVE,LVL,ALLPUB,1STORY,2001,1581,Y,SBRKR,1601,2.0,0,3,1,6,1,2,5,2010,272000
RL,14601,PAVE,LVL,ALLPUB,1STORY,2006,1838,Y,SBRKR,1838,2.0,0,2,1,8,1,3,3,2009,315000
RL,11000,PAVE,LVL,ALLPUB,2STORY,2000,969,Y,SBRKR,997,2.0,1,4,1,8,1,3,6,2007,248000
RL,10140,PAVE,LVL,ALLPUB,1STORY,1998,1650,Y,SBRKR,1680,2.0,0,3,1,7,1,2,6,2009,213250
RH,4058,PAVE,LVL,ALLPUB,SFOYER,1998,723,Y,SBRKR,767,1.0,0,1,1,4,0,1,6,2007,133000
RL,17104,PAVE,LVL,ALLPUB,2STORY,2006,654,Y,SBRKR,664,2.0,1,3,1,7,1,2,9,2006,179665
RL,13837,PAVE,LVL,ALLPUB,1.5FIN,1988,1204,Y,SBRKR,1377,2.0,1,4,1,9,0,3,2,2006,229000
RL,8737,PAVE,BNK,ALLPUB,1.5FIN,1923,1065,Y,FUSEA,915,1.0,1,3,1,6,1,2,5,2007,210000
RL,7244,PAVE,LVL,ALLPUB,SFOYER,1970,768,Y,SBRKR,768,1.0,0,2,1,5,0,2,4,2007,129500
RM,8235,PAVE,HLS,ALLPUB,1STORY,1955,825,Y,SBRKR,825,1.0,0,2,1,4,0,2,6,2008,125000
FV,9375,PAVE,LVL,ALLPUB,2STORY,2003,912,Y,SBRKR,912,2.0,1,4,1,8,1,2,11,2009,263000
RL,4043,PAVE,LVL,ALLPUB,1STORY,1977,1069,Y,SBRKR,1069,2.0,0,2,1,4,0,2,10,2008,140000
RM,6000,PAVE,LVL,ALLPUB,1STORY,1957,928,Y,FUSEA,928,1.0,0,3,1,5,0,1,6,2008,112500
RL,11146,PAVE,LVL,ALLPUB,1STORY,2006,1709,Y,SBRKR,1717,2.0,0,3,1,7,1,3,7,2009,255500
RL,8777,PAVE,LVL,ALLPUB,1STORY,1949,0,Y,SBRKR,1126,2.0,0,2,1,5,0,2,5,2009,108000
RL,10625,PAVE,LVL,ALLPUB,2STORY,2003,998,Y,SBRKR,1006,2.0,1,3,1,8,1,3,8,2008,284000
RM,6380,PAVE,LVL,ALLPUB,1.5UNF,1922,993,Y,FUSEA,1048,1.0,0,2,1,5,1,1,8,2006,113000
RL,14850,PAVE,LVL,ALLPUB,1STORY,1957,1092,Y,FUSEA,1092,1.0,0,2,1,6,1,1,5,2006,141000
C (ALL),11040,PAVE,LOW,ALLPUB,1.5FIN,1920,637,Y,SBRKR,897,1.0,1,3,1,7,0,1,9,2006,108000
RL,21872,PAVE,HLS,ALLPUB,2STORY,1996,729,Y,SBRKR,729,2.0,1,3,1,6,1,2,8,2008,175000
RL,3196,PAVE,LVL,ALLPUB,1STORY,2003,1374,Y,SBRKR,1557,2.0,0,2,1,7,1,2,10,2006,234000
RL,11341,PAVE,LVL,ALLPUB,1STORY,1957,1392,Y,SBRKR,1392,1.0,1,3,1,5,1,2,5,2010,121500
RL,10010,PAVE,LVL,ALLPUB,1STORY,1974,1389,Y,SBRKR,1389,1.0,0,2,1,6,1,2,4,2006,170000
RL,13907,PAVE,LVL,ALLPUB,1STORY,1940,996,Y,SBRKR,996,1.0,0,3,1,6,1,0,7,2008,108000
RL,21780,PAVE,LVL,ALLPUB,1.5FIN,1918,1163,Y,SBRKR,1163,2.0,0,4,1,8,1,2,7,2008,185000
RL,13346,PAVE,LVL,ALLPUB,2STORY,1992,1095,Y,SBRKR,1166,2.0,1,4,1,9,1,2,7,2006,268000
RL,6858,PAVE,BNK,ALLPUB,2STORY,1915,806,N,FUSEF,841,1.0,1,4,1,6,0,1,5,2010,128000
RL,11198,PAVE,LVL,ALLPUB,2STORY,2005,1122,Y,SBRKR,1134,2.0,1,4,1,11,1,3,6,2008,325000
RL,10171,PAVE,LVL,ALLPUB,1STORY,2004,1517,Y,SBRKR,1535,2.0,0,3,1,7,0,2,3,2010,214000
RL,12327,PAVE,LOW,ALLPUB,1.5FIN,1983,1496,Y,SBRKR,1496,1.0,1,1,1,5,1,2,9,2009,316600
RL,7032,PAVE,LVL,ALLPUB,SFOYER,1979,943,Y,SBRKR,943,1.0,0,2,1,4,2,2,12,2006,135960
RL,13101,PAVE,LVL,ALLPUB,1STORY,1965,1728,Y,SBRKR,1728,2.0,0,6,2,10,0,2,11,2008,142600
RL,7332,PAVE,LVL,ALLPUB,1STORY,1959,864,Y,SBRKR,864,1.0,0,2,1,4,0,1,10,2006,120000
RL,13159,PAVE,HLS,ALLPUB,2STORY,2009,846,Y,SBRKR,846,2.0,1,3,1,6,0,2,7,2009,224500
RL,9967,PAVE,LVL,ALLPUB,SLVL,2000,384,Y,SBRKR,774,2.0,1,3,1,8,1,2,12,2007,170000
RL,10500,PAVE,LVL,ALLPUB,SLVL,1971,372,Y,SBRKR,576,1.0,0,3,1,5,0,1,12,2007,139000
RL,8480,PAVE,LVL,ALLPUB,1.5FIN,1947,832,Y,SBRKR,832,1.0,0,2,1,6,0,1,10,2008,118500
RL,6292,PAVE,LVL,ALLPUB,1.5FIN,1928,861,Y,SBRKR,877,2.0,0,3,1,6,1,1,8,2009,145000
RL,11777,PAVE,LVL,ALLPUB,SLVL,1966,1164,Y,SBRKR,1320,1.0,0,3,1,6,2,2,5,2006,164500
FV,3604,PAVE,LVL,ALLPUB,2STORY,2007,689,Y,SBRKR,703,2.0,0,2,1,5,0,2,2,2008,146000
RM,12150,PAVE,LVL,ALLPUB,1.5FIN,1954,1050,N,FUSEF,1050,2.0,0,4,1,7,0,1,11,2008,131500
RL,14585,PAVE,LVL,ALLPUB,1STORY,1960,1144,Y,SBRKR,1429,1.0,0,3,1,7,2,2,6,2007,181900
RL,12704,PAVE,LVL,ALLPUB,1STORY,2008,2042,Y,SBRKR,2042,2.0,1,3,1,8,1,3,8,2009,253293
RL,11841,GRVL,LVL,ALLPUB,SFOYER,1990,816,Y,SBRKR,816,1.0,0,3,1,5,0,0,5,2007,118500
RM,13500,PAVE,LVL,ALLPUB,2.5UNF,1893,1237,Y,SBRKR,1521,3.0,1,3,1,9,1,2,7,2008,325000
RM,6120,PAVE,LVL,ALLPUB,1.5FIN,1935,884,Y,SBRKR,989,1.0,0,3,1,6,0,1,7,2009,133000
RL,11443,PAVE,LVL,ALLPUB,1STORY,2005,1868,Y,SBRKR,2028,2.0,0,2,1,7,2,3,3,2006,369900
RL,10267,PAVE,LVL,ALLPUB,1STORY,1918,816,Y,UNKNOWN,838,1.0,0,2,1,5,0,1,5,2008,130000
RL,8740,PAVE,LVL,ALLPUB,SFOYER,1982,840,Y,SBRKR,860,1.0,0,2,1,4,0,2,7,2009,137000
RL,25095,PAVE,LOW,ALLPUB,1STORY,1968,1437,Y,SBRKR,1473,1.0,0,1,1,5,2,1,6,2009,143000
RM,9100,PAVE,LVL,ALLPUB,1STORY,1930,742,Y,FUSEA,779,1.0,0,2,1,4,0,1,8,2008,79500
RL,8320,PAVE,LVL,ALLPUB,2STORY,2004,770,Y,SBRKR,770,2.0,1,3,1,6,0,2,9,2008,185900
RL,13478,PAVE,LVL,ALLPUB,2STORY,2008,1722,Y,SBRKR,1728,2.0,1,3,1,10,1,3,6,2009,451950
RL,6600,PAVE,LVL,ALLPUB,1STORY,1982,816,Y,SBRKR,816,1.0,0,2,1,4,0,2,6,2008,138000
RM,4435,PAVE,LVL,ALLPUB,1STORY,2003,848,Y,SBRKR,848,1.0,0,1,1,4,0,2,5,2009,140000
RL,7990,PAVE,LVL,ALLPUB,1STORY,1975,924,Y,SBRKR,924,1.0,0,3,1,5,0,1,4,2008,110000
RL,11302,PAVE,LVL,ALLPUB,1STORY,2005,1814,Y,SBRKR,1826,2.0,0,3,1,7,1,3,8,2006,319000
RM,3600,PAVE,LVL,ALLPUB,2STORY,1910,684,N,FUSEA,684,1.0,0,3,1,7,0,1,10,2006,114504
RL,3922,PAVE,LVL,ALLPUB,1STORY,2006,1258,Y,SBRKR,1402,-1.0,2,2,1,7,1,3,2,2007,194201
RL,12984,PAVE,BNK,ALLPUB,1STORY,1977,1430,Y,SBRKR,1647,2.0,0,3,1,7,1,2,3,2006,217500
RM,1950,PAVE,LVL,ALLPUB,2STORY,1980,716,Y,SBRKR,716,2.0,1,3,1,6,1,2,7,2008,151000
RL,10927,PAVE,LVL,ALLPUB,2STORY,2005,1058,Y,SBRKR,1058,2.0,1,3,1,8,1,2,6,2006,275000
RM,9000,PAVE,BNK,ALLPUB,1.5FIN,1937,780,Y,SBRKR,780,1.0,1,3,1,6,1,1,12,2007,141000
RL,10041,PAVE,LVL,ALLPUB,2STORY,1992,908,Y,SBRKR,927,2.0,1,3,1,8,1,2,2,2006,220000
FV,3182,PAVE,LVL,ALLPUB,2STORY,2004,600,Y,SBRKR,600,2.0,1,2,1,4,0,2,6,2010,151000
